20071023,20071102,20071109,20071206,20080111,20080204,20080222,20080318,20080404,20080407,20080530,20080701
16.67,20,21.85,25.435,25.395,30.855,33.935,49.99,29.84,28.375,29.962,33.27
106.42,127.78,150.415,162.17,247.275,324.135,476.335,634.83,346.665,346.665,260.833,365.53
45.945,58.15,72.005,88.05,145.305,207.73,354.185,396.67,212.915,212.915,165.417,227.75
28,35.33,52.665,63.2,96.125,141.27,278.335,253.335,151.08,151.08,107.763,105.4
17.5,24.205,33.165,36.7,55.125,72.655,153.355,141.165,70.92,70.92,52.01,49.2
